type,EDI_Std_Nomenclature,d,bf,tw,tf,ho,r1,r2,dclear,k,k1,A,Ix,Iy,Ip,rx,ry,rp,Sx,Sy,Avx,Avy,J,Cw,Sw1,Zx,Zy,ZJ,Zxweb,Zyflange,W,Am
W,W690x384,736,362,24.9,45,646,32,22.5,582,77,42,48900,4490000000,357000000,4847000000,303,85.3,314.8,12200000,1970000,29270,16617,25700000,4.26E+13,2.55E+08,1.40E+07,3.05E+06,1.02E+09,2.60E+06,2.95E+06,383.9,2.87
W,W690x350,728,360,23.1,40.9,646.2,31.1,20.4,584,72,42,44600,4030000000,319000000,4349000000,300,84.4,311.6,11100000,1770000,26285,15238,19500000,3.76E+13,2.28E+08,1.26E+07,2.74E+06,9.11E+08,2.41E+06,2.65E+06,350.1,2.85
W,W690x323,722,359,21.1,38.1,645.8,31.9,19.1,582,70,41,41100,3710000000,294000000,4004000000,300,84.4,311.6,10300000,1640000,24203,13805,15700000,3.44E+13,2.10E+08,1.17E+07,2.53E+06,8.40E+08,2.20E+06,2.46E+06,322.6,2.84
W,W690x289,714,356,19,34,646,32,17,582,66,40,36800,3260000000,256000000,3516000000,298,83.4,309.5,9140000,1440000,21320,12262,11200000,2.96E+13,1.83E+08,1.03E+07,2.22E+06,7.33E+08,1.98E+06,2.15E+06,288.9,2.81
W,W690x265,706,358,18.4,30.2,645.6,31.8,15.1,582,62,39,33700,2920000000,231000000,3151000000,294,82.7,305.4,8270000,1290000,18888,11734,8340000,2.64E+13,1.63E+08,9.33E+06,1.99E+06,6.54E+08,1.92E+06,1.94E+06,264.5,2.81
W,W690x240,701,356,16.8,27.4,646.2,31.6,13.7,583,59,38,30600,2630000000,206000000,2836000000,292,82,303.3,7490000,1160000,16959,10640,6270000,2.34E+13,1.46E+08,8.43E+06,1.79E+06,5.85E+08,1.75E+06,1.74E+06,240.2,2.79
W,W690x217,695,355,15.4,24.8,645.4,31.2,12.4,583,56,38,27700,2360000000,185000000,2545000000,291,81.5,302.2,6790000,1040000,15257,9656,4720000,2.08E+13,1.31E+08,7.61E+06,1.61E+06,5.24E+08,1.60E+06,1.56E+06,217.4,2.78
W,W690x192,702,254,15.5,27.9,646.2,31.1,13.9,584,59,38,24400,1980000000,76400000,2056400000,285,56,290.4,5640000,602000,12580,9736,4610000,8.68E+12,7.58E+07,6.46E+06,9.41E+05,3.03E+08,1.62E+06,9.00E+05,191.5,2.39
W,W690x170,693,256,14.5,23.6,645.8,31.4,11.8,583,55,37,21600,1700000000,66200000,1766200000,280,55.3,285.4,4900000,517000,10619,8881,3040000,7.41E+12,6.47E+07,5.62E+06,8.09E+05,2.59E+08,1.51E+06,7.73E+05,169.6,2.38
W,W690x152,688,254,13.1,21.1,645.8,31.9,10.6,582,53,37,19400,1510000000,57800000,1567800000,279,54.6,284.3,4380000,455000,9363,7913,2200000,6.42E+12,5.67E+07,5.00E+06,7.10E+05,2.27E+08,1.37E+06,6.81E+05,152.3,2.37
W,W690x140,684,254,12.4,18.9,646.2,31.1,9.4,584,50,36,17900,1360000000,51700000,1411700000,276,53.9,281.2,3980000,407000,8324,7377,1670000,5.72E+12,5.07E+07,4.55E+06,6.36E+05,2.03E+08,1.29E+06,6.10E+05,140.5,2.36
W,W690x125,678,253,11.7,16.3,645.4,31.7,8.2,582,48,36,16000,1180000000,44100000,1224100000,272,52.5,277,3500000,349000,7113,6725,1170000,4.83E+12,4.31E+07,4.01E+06,5.46E+05,1.73E+08,1.22E+06,5.22E+05,125.6,2.34
W,W610x551,711,347,38.6,69.1,572.8,31.9,34.5,509,101,49,70200,5570000000,484000000,6054000000,282,83,294,15700000,2790000,45080,24386,83800000,4.99E+13,3.34E+08,1.86E+07,4.38E+06,1.34E+09,3.17E+06,4.16E+06,551.1,2.73
W,W610x498,699,343,35.1,63,573,32,31.5,509,95,48,63500,4950000000,426000000,5376000000,279,81.9,290.8,14200000,2480000,40246,21881,63200000,4.31E+13,2.95E+08,1.67E+07,3.89E+06,1.18E+09,2.88E+06,3.71E+06,498.5,2.7
W,W610x455,689,340,32,57.9,573.2,31.1,28.9,511,89,46,57900,4440000000,381000000,4821000000,277,81.1,288.6,12900000,2240000,36365,19642,48800000,3.79E+13,2.64E+08,1.51E+07,3.50E+06,1.06E+09,2.63E+06,3.35E+06,454.5,2.67
W,W610x415,679,338,29.5,53.1,572.8,31.9,26.6,509,85,45,52900,4000000000,343000000,4343000000,275,80.5,286.5,11800000,2030000,32855,17879,37700000,3.36E+13,2.37E+08,1.37E+07,3.16E+06,9.49E+08,2.42E+06,3.03E+06,415.3,2.65
W,W610x372,669,335,26.4,48,573,32,24,509,80,43,47400,3530000000,302000000,3832000000,273,79.8,284.4,10600000,1800000,29238,15725,27700000,2.91E+13,2.09E+08,1.22E+07,2.80E+06,8.36E+08,2.17E+06,2.69E+06,372.1,2.63
W,W610x341,661,333,24.4,43.9,573.2,31.1,21.9,511,75,42,43400,3180000000,271000000,3451000000,271,79,282.3,9630000,1630000,26346,14374,21300000,2.58E+13,1.88E+08,1.11E+07,2.52E+06,7.51E+08,2.00E+06,2.43E+06,340.7,2.61
W,W610x307,653,330,22.1,39.9,573.2,31.1,19.9,511,71,41,39100,2840000000,240000000,3080000000,269,78.2,280.1,8690000,1450000,23645,12905,15900000,2.25E+13,1.66E+08,9.93E+06,2.24E+06,6.66E+08,1.82E+06,2.17E+06,306.9,2.58
W,W610x285,647,329,20.6,37.1,572.8,31.9,18.6,509,69,40,36100,2610000000,221000000,2831000000,268,77.9,279.1,8060000,1340000,21791,11871,12800000,2.05E+13,1.53E+08,9.17E+06,2.07E+06,6.12E+08,1.69E+06,2.01E+06,283.4,2.57
W,W610x262,641,327,19,34,573,32,17,509,66,40,33300,2360000000,198000000,2558000000,266,77.2,277,7360000,1210000,19582,10800,9900000,1.83E+13,1.38E+08,8.35E+06,1.87E+06,5.52E+08,1.56E+06,1.82E+06,261.4,2.55
W,W610x241,635,329,17.9,31,573,32,15.5,509,63,39,30800,2150000000,184000000,2334000000,264,77.4,275.1,6780000,1120000,17895,10001,7700000,1.68E+13,1.27E+08,7.67E+06,1.73E+06,5.07E+08,1.47E+06,1.68E+06,241.8,2.55
W,W610x217,628,328,16.5,27.7,572.6,31.3,13.8,510,59,38,27700,1910000000,163000000,2073000000,262,76.7,273,6070000,995000,15874,9157,5600000,1.47E+13,1.12E+08,6.85E+06,1.53E+06,4.47E+08,1.35E+06,1.49E+06,217.4,2.54
W,W610x195,622,327,15.4,24.4,573.2,31.6,12.2,510,56,38,24800,1680000000,142000000,1822000000,260,75.6,270.8,5400000,871000,13809,8391,3970000,1.27E+13,9.74E+07,6.07E+06,1.34E+06,3.90E+08,1.26E+06,1.30E+06,194.7,2.52
W,W610x174,616,325,14,21.6,572.8,31.4,10.8,510,53,37,22200,1470000000,124000000,1594000000,257,74.7,267.6,4780000,761000,12211,7484,2800000,1.09E+13,8.48E+07,5.36E+06,1.17E+06,3.39E+08,1.15E+06,1.14E+06,174.3,2.5
W,W610x155,611,324,12.7,19,573,32,9.5,509,51,36,19700,1290000000,108000000,1398000000,256,73.9,266.5,4220000,666000,10637,6668,1950000,9.45E+12,7.38E+07,4.73E+06,1.02E+06,2.95E+08,1.04E+06,9.97E+05,154.6,2.49
W,W610x153,623,229,14,24.9,573.2,31.1,12.4,511,56,37,19600,1250000000,50000000,1300000000,253,50.5,258,4020000,437000,10107,7605,2950000,4.47E+12,4.88E+07,4.60E+06,6.82E+05,1.95E+08,1.15E+06,6.53E+05,153.9,2.13
W,W610x140,617,230,13.1,22.2,572.6,31.8,11.1,509,54,37,17900,1120000000,45100000,1165100000,250,50.3,255,3630000,392000,8955,6967,2180000,3.99E+12,4.37E+07,4.15E+06,6.13E+05,1.75E+08,1.07E+06,5.87E+05,140.5,2.13
W,W610x125,612,229,11.9,19.6,572.8,31.4,9.8,510,51,36,15900,985000000,39300000,1024300000,249,49.7,253.9,3220000,343000,7822,6216,1540000,3.45E+12,3.81E+07,3.67E+06,5.35E+05,1.52E+08,9.76E+05,5.14E+05,124.8,2.12
W,W610x113,608,228,11.2,17.3,573.4,31.7,8.7,510,49,36,14500,875000000,34300000,909300000,246,48.7,250.8,2880000,300000,6854,5718,1120000,2.99E+12,3.32E+07,3.29E+06,4.69E+05,1.33E+08,9.21E+05,4.50E+05,113.8,2.11
W,W610x101,603,228,10.5,14.9,573.2,31.1,7.5,511,46,35,13000,764000000,29500000,793500000,243,47.7,247.6,2530000,259000,5846,5267,781000,2.55E+12,2.85E+07,2.90E+06,4.04E+05,1.14E+08,8.62E+05,3.87E+05,102,2.1
W,W610x92,603,179,10.9,15,573,23,7.5,527,38,26,11700,646000000,14400000,660400000,234,35,236.6,2140000,161000,4700,5833,710000,1.25E+12,1.77E+07,2.51E+06,2.58E+05,7.07E+07,8.95E+05,2.40E+05,91.8,1.9
W,W610x82,599,178,10,12.8,573.4,22.2,6.4,529,35,26,10500,560000000,12100000,572100000,232,34,234.5,1870000,136000,3971,5302,488000,1.04E+12,1.49E+07,2.20E+06,2.18E+05,5.94E+07,8.22E+05,2.03E+05,82.4,1.89
W,W530x409,613,327,31,55.6,501.8,31.4,27.8,439,87,46,52200,3170000000,325000000,3495000000,247,79.1,259.4,10300000,1990000,33472,16776,41300000,2.53E+13,2.07E+08,1.21E+07,3.10E+06,8.28E+08,1.95E+06,2.97E+06,409.8,2.47
W,W530x369,603,324,27.9,50.5,502,31.5,25.3,439,82,44,47000,2810000000,287000000,3097000000,245,78.3,257.2,9310000,1770000,29859,14881,30800000,2.19E+13,1.83E+08,1.08E+07,2.75E+06,7.32E+08,1.76E+06,2.65E+06,368.9,2.45
W,W530x332,593,322,25.4,45.5,502,31.5,22.8,439,77,43,42300,2480000000,254000000,2734000000,242,77.6,254.1,8350000,1580000,26560,13309,22600000,1.90E+13,1.61E+08,9.66E+06,2.44E+06,6.46E+08,1.60E+06,2.36E+06,332.1,2.42
W,W530x300,585,319,23.1,41.4,502.2,31.6,20.7,439,73,42,38200,2210000000,225000000,2435000000,241,76.7,252.9,7550000,1410000,23851,11933,17000000,1.66E+13,1.43E+08,8.67E+06,2.18E+06,5.73E+08,1.46E+06,2.11E+06,299.9,2.4
W,W530x272,577,317,21.1,37.6,501.8,31.4,18.8,439,69,41,34600,1970000000,200000000,2170000000,239,76.1,250.8,6820000,1260000,21268,10743,12800000,1.46E+13,1.27E+08,7.79E+06,1.95E+06,5.10E+08,1.33E+06,1.89E+06,271.6,2.38
W,W530x248,571,315,19,34.5,502,31.5,17.3,439,66,40,31500,1770000000,180000000,1950000000,238,75.7,249.7,6220000,1140000,19283,9484,9770000,1.30E+13,1.15E+08,7.06E+06,1.76E+06,4.59E+08,1.20E+06,1.71E+06,247.3,2.36
W,W530x219,560,318,18.3,29.2,501.6,31.8,14.6,438,61,39,27900,1510000000,157000000,1667000000,233,75,244.8,5390000,986000,16365,8911,6420000,1.10E+13,9.80E+07,6.11E+06,1.52E+06,3.92E+08,1.15E+06,1.48E+06,219,2.36
W,W530x196,554,316,16.5,26.3,501.4,31.7,13.2,438,58,38,25000,1340000000,139000000,1479000000,231,74.4,242.7,4840000,877000,14629,7927,4700000,9.64E+12,8.66E+07,5.46E+06,1.35E+06,3.46E+08,1.04E+06,1.31E+06,196.2,2.34
W,W530x182,551,315,15.2,24.4,502.2,31.6,12.2,439,56,38,23200,1240000000,127000000,1367000000,231,74.2,242.6,4480000,808000,13332,7298,3740000,8.82E+12,7.97E+07,5.04E+06,1.24E+06,3.19E+08,9.58E+05,1.21E+06,182.1,2.33
W,W530x165,546,313,14,22.2,501.6,31.8,11.1,438,54,37,21100,1110000000,114000000,1224000000,230,73.4,241.4,4060000,726000,12143,6576,2830000,7.79E+12,7.12E+07,4.55E+06,1.11E+06,2.85E+08,8.81E+05,1.09E+06,165.6,2.32
W,W530x150,543,312,12.7,20.3,502.4,31.7,10.2,439,52,36,19200,1010000000,103000000,1113000000,229,73.2,240.4,3710000,659000,10980,5920,2160000,7.03E+12,6.46E+07,4.15E+06,1.01E+06,2.58E+08,8.01E+05,9.88E+05,150.7,2.31
W,W530x138,549,214,14.7,23.6,501.8,20.4,11.8,461,44,26,17600,861000000,38700000,899700000,221,46.9,225.9,3140000,362000,9008,7404,2500000,2.67E+12,3.55E+07,3.61E+06,5.69E+05,1.42E+08,9.25E+05,5.40E+05,138.2,1.92
W,W530x123,544,212,13.1,21.2,501.6,20.8,10.6,460,42,26,15700,761000000,33800000,794800000,220,46.4,224.8,2800000,319000,7970,6515,1800000,2.31E+12,3.11E+07,3.21E+06,4.99E+05,1.25E+08,8.24E+05,4.76E+05,123.2,1.91
W,W530x109,539,211,11.6,18.8,501.4,20.2,9.4,461,39,25,13900,667000000,29500000,696500000,219,46.1,223.8,2480000,280000,6971,5714,1260000,2.00E+12,2.72E+07,2.83E+06,4.37E+05,1.09E+08,7.29E+05,4.19E+05,109.1,1.9
W,W530x101,537,210,10.9,17.4,502.2,20.6,8.7,461,38,24,12900,617000000,26900000,643900000,219,45.6,223.7,2300000,256000,6389,5328,1020000,1.82E+12,2.49E+07,2.62E+06,4.00E+05,9.97E+07,6.87E+05,3.84E+05,101.3,1.89
W,W530x92,533,209,10.2,15.6,501.8,20.4,7.8,461,36,24,11800,552000000,23800000,575800000,217,44.9,221.6,2070000,228000,5688,4927,762000,1.59E+12,2.20E+07,2.36E+06,3.55E+05,8.81E+07,6.42E+05,3.41E+05,92.6,1.88
W,W530x82,528,209,9.5,13.3,501.4,20.7,6.7,460,34,24,10500,477000000,20300000,497300000,213,44,217.5,1810000,194000,4822,4515,518000,1.34E+12,1.87E+07,2.06E+06,3.03E+05,7.48E+07,5.97E+05,2.90E+05,82.4,1.87
W,W530x72,524,207,9,10.9,502.2,20.1,5.5,462,31,24,9180,401000000,16200000,417200000,209,42,213.2,1530000,156000,3904,4217,338000,1.06E+12,1.50E+07,1.76E+06,2.45E+05,5.99E+07,5.67E+05,2.34E+05,72.1,1.86
W,W530x85,535,166,10.3,16.5,502,20.5,8.3,461,37,24,10800,485000000,12600000,497600000,210,34.2,212.8,1810000,152000,4821,4992,737000,8.49E+11,1.47E+07,2.10E+06,2.42E+05,5.89E+07,6.49E+05,2.27E+05,84.8,1.71
W,W530x74,529,166,9.7,13.6,501.8,20.4,6.8,461,34,24,9480,411000000,10400000,421400000,208,33.1,210.6,1550000,125000,3941,4619,480000,6.92E+11,1.21E+07,1.81E+06,2.00E+05,4.83E+07,6.11E+05,1.87E+05,74.4,1.7
W,W530x66,525,165,8.9,11.4,502.2,20.6,5.7,461,32,23,8390,351000000,8570000,359570000,205,32,207.5,1340000,104000,3263,4151,320000,5.65E+11,9.96E+06,1.56E+06,1.66E+05,3.99E+07,5.61E+05,1.55E+05,65.9,1.69
W,W460x464,567,305,38.6,69.6,427.8,21.4,34.8,385,91,39,59100,2900000000,331000000,3231000000,222,74.9,234.3,10200000,2170000,40577,19288,73100000,2.05E+13,2.01E+08,1.24E+07,3.40E+06,8.05E+08,1.77E+06,3.24E+06,463.9,2.28
W,W460x421,555,302,35.6,63.5,428,21.5,31.8,385,85,38,53700,2570000000,293000000,2863000000,219,73.9,231.1,9250000,1940000,36254,17492,55700000,1.77E+13,1.78E+08,1.11E+07,3.03E+06,7.12E+08,1.63E+06,2.90E+06,421.5,2.25
W,W460x384,545,299,32.5,58.4,428.2,21.6,29.2,385,80,36,49000,2290000000,261000000,2551000000,217,73.1,229,8420000,1750000,32613,15618,42700000,1.55E+13,1.59E+08,1.00E+07,2.73E+06,6.35E+08,1.49E+06,2.61E+06,384.6,2.22
W,W460x349,535,296,29.5,53.6,427.8,21.4,26.8,385,75,35,44400,2040000000,233000000,2273000000,214,72.3,225.9,7640000,1570000,29575,13971,32800000,1.35E+13,1.41E+08,9.01E+06,2.44E+06,5.65E+08,1.35E+06,2.35E+06,348.5,2.2
W,W460x315,525,293,26.9,48.5,428,21.5,24.3,385,70,33,40100,1800000000,204000000,2004000000,212,71.4,223.7,6850000,1390000,26142,12570,24300000,1.16E+13,1.24E+08,8.02E+06,2.16E+06,4.96E+08,1.23E+06,2.08E+06,314.8,2.17
W,W460x286,517,291,24.4,44.4,428.2,21.6,22.2,385,66,32,36400,1610000000,183000000,1793000000,210,70.9,221.6,6230000,1260000,23596,11221,18600000,1.02E+13,1.11E+08,7.24E+06,1.94E+06,4.44E+08,1.12E+06,1.88E+06,285.7,2.15
W,W460x260,509,289,22.6,40.4,428.2,21.6,20.2,385,62,32,33100,1440000000,163000000,1603000000,208,70.1,219.5,5650000,1130000,21148,10295,14100000,8.95E+12,9.88E+07,6.53E+06,1.74E+06,3.95E+08,1.04E+06,1.69E+06,259.8,2.13
W,W460x235,501,287,20.6,36.6,427.8,21.4,18.3,385,58,31,29900,1270000000,145000000,1415000000,206,69.5,217.4,5080000,1010000,19000,9161,10500000,7.79E+12,8.75E+07,5.84E+06,1.55E+06,3.50E+08,9.43E+05,1.51E+06,234.7,2.11
W,W460x213,495,285,18.5,33.5,428,21.5,16.8,385,55,30,27100,1140000000,129000000,1269000000,205,69.1,216.3,4620000,909000,16924,8137,7970000,6.89E+12,7.85E+07,5.27E+06,1.40E+06,3.14E+08,8.47E+05,1.36E+06,212.7,2.09
W,W460x193,489,283,17,30.5,428,21.5,15.3,385,52,29,24700,1020000000,115000000,1135000000,204,68.5,215.2,4190000,816000,15222,7379,6030000,6.06E+12,7.00E+07,4.75E+06,1.25E+06,2.80E+08,7.79E+05,1.22E+06,193.9,2.08
W,W460x177,482,286,16.6,26.9,428.2,22.1,13.4,384,49,29,22600,910000000,105000000,1015000000,201,68.2,212.3,3780000,735000,13546,7103,4400000,5.44E+12,6.26E+07,4.28E+06,1.13E+06,2.50E+08,7.61E+05,1.10E+06,177.4,2.07
W,W460x158,476,284,15,23.9,428.2,22.1,11.9,384,46,28,20100,796000000,91400000,887400000,199,67.4,210.1,3350000,643000,11893,6326,3110000,4.67E+12,5.45E+07,3.77E+06,9.89E+05,2.18E+08,6.88E+05,9.64E+05,157.8,2.06
W,W460x144,472,283,13.6,22.1,427.8,21.9,11.1,384,44,27,18400,726000000,83600000,809600000,199,67.4,210.1,3080000,591000,10917,5694,2440000,4.23E+12,4.98E+07,3.45E+06,9.06E+05,1.99E+08,6.22E+05,8.85E+05,144.4,2.05
W,W460x128,467,282,12.2,19.6,427.8,21.4,9.8,385,41,26,16300,637000000,73300000,710300000,197,67,208.1,2730000,520000,9589,5055,1710000,3.67E+12,4.36E+07,3.05E+06,7.96E+05,1.74E+08,5.58E+05,7.79E+05,128,2.04
W,W460x113,463,280,10.8,17.3,428.4,21.7,8.7,385,39,26,14400,556000000,63300000,619300000,196,66.3,206.9,2400000,452000,8364,4417,1180000,3.15E+12,3.78E+07,2.67E+06,6.91E+05,1.51E+08,4.96E+05,6.78E+05,113,2.02
W,W460x106,469,194,12.6,20.6,427.8,18.4,10.3,391,39,23,13400,488000000,25100000,513100000,190,43.2,194.8,2080000,259000,7075,5371,1460000,1.26E+12,2.17E+07,2.39E+06,4.05E+05,8.69E+07,5.76E+05,3.88E+05,105.2,1.69
W,W460x97,466,193,11.4,19,428,19,9.5,390,38,23,12300,445000000,22800000,467800000,190,43.1,194.8,1910000,237000,6466,4809,1130000,1.14E+12,1.98E+07,2.18E+06,3.68E+05,7.91E+07,5.22E+05,3.54E+05,96.6,1.68
W,W460x89,463,192,10.5,17.7,427.6,18.3,8.8,391,36,22,11400,409000000,20900000,429900000,190,42.9,194.8,1770000,218000,5968,4404,905000,1.04E+12,1.82E+07,2.01E+06,3.39E+05,7.26E+07,4.80E+05,3.26E+05,89.5,1.67
W,W460x82,460,191,9.9,16,428,19,8,390,35,22,10500,370000000,18600000,388600000,188,42.2,192.7,1610000,195000,5340,4098,690000,9.18E+11,1.62E+07,1.83E+06,3.03E+05,6.48E+07,4.53E+05,2.92E+05,82.4,1.66
W,W460x74,457,190,9,14.5,428,18.5,7.3,391,33,22,9480,332000000,16600000,348600000,188,41.9,192.6,1460000,175000,4799,3689,516000,8.13E+11,1.45E+07,1.65E+06,2.71E+05,5.79E+07,4.12E+05,2.62E+05,74.4,1.66
W,W460x68,459,154,9.1,15.4,428.2,18.6,7.7,391,34,22,8710,297000000,9400000,306400000,184,32.8,186.9,1290000,122000,4188,3761,508000,4.63E+11,1.01E+07,1.49E+06,1.92E+05,4.05E+07,4.17E+05,1.83E+05,68.4,1.52
W,W460x60,455,153,8,13.3,428.4,18.7,6.7,391,32,21,7610,255000000,7960000,262960000,183,32.4,185.8,1120000,104000,3563,3248,334000,3.88E+11,8.59E+06,1.28E+06,1.63E+05,3.44E+07,3.67E+05,1.56E+05,59.7,1.51
W,W460x52,450,152,7.6,10.8,428.4,18.2,5.4,392,29,21,6650,212000000,6340000,218340000,179,30.9,181.6,942000,83400,2849,3018,209000,3.06E+11,6.85E+06,1.09E+06,1.31E+05,2.74E+07,3.49E+05,1.25E+05,52.2,1.49
W,W410x149,431,265,14.9,25,381,22,12.5,337,47,28,19000,618000000,77700000,695700000,180,63.9,191,2870000,586000,11684,5653,3210000,3.20E+12,4.45E+07,3.25E+06,9.00E+05,1.78E+08,5.41E+05,8.78E+05,149.1,1.89
W,W410x132,425,263,13.3,22.2,380.6,21.8,11.1,337,44,27,16900,538000000,67400000,605400000,179,63.3,189.9,2530000,512000,10229,4974,2250000,2.73E+12,3.87E+07,2.85E+06,7.85E+05,1.55E+08,4.82E+05,7.68E+05,132.7,1.88
W,W410x114,420,261,11.6,19.3,381.4,21.7,9.7,338,41,26,14600,461000000,57200000,518200000,178,62.7,188.7,2200000,439000,8748,4276,1480000,2.30E+12,3.29E+07,2.46E+06,6.71E+05,1.32E+08,4.22E+05,6.57E+05,114.6,1.86
W,W410x100,415,260,10,16.9,381.2,22.1,8.4,337,39,25,12700,398000000,49500000,447500000,177,62.5,187.7,1920000,381000,7589,3636,993000,1.96E+12,2.84E+07,2.13E+06,5.81E+05,1.14E+08,3.63E+05,5.71E+05,99.7,1.85
W,W410x85,417,181,10.9,18.2,380.6,20.8,9.1,339,39,24,10800,315000000,18000000,333000000,171,40.8,175.8,1510000,199000,5796,4017,924000,7.17E+11,1.49E+07,1.72E+06,3.10E+05,5.94E+07,3.95E+05,2.98E+05,84.8,1.54
W,W410x74,413,180,9.7,16,381,21,8,339,37,24,9480,275000000,15600000,290600000,170,40.4,174.7,1330000,173000,5057,3521,636000,6.14E+11,1.29E+07,1.51E+06,2.69E+05,5.15E+07,3.52E+05,2.59E+05,74.4,1.53
W,W410x67,410,179,8.8,14.4,381.2,20.6,7.2,340,35,23,8580,245000000,13800000,258800000,169,40.1,173.7,1200000,154000,4501,3148,468000,5.40E+11,1.14E+07,1.36E+06,2.39E+05,4.56E+07,3.20E+05,2.31E+05,67.4,1.52
W,W410x60,407,178,7.7,12.8,381.4,20.2,6.4,341,33,23,7610,216000000,12000000,228000000,169,39.9,173.6,1060000,135000,3920,2742,327000,4.68E+11,9.99E+06,1.19E+06,2.09E+05,4.00E+07,2.80E+05,2.03E+05,59.7,1.51
W,W410x54,403,177,7.5,10.9,381.2,20.1,5.5,341,31,23,6840,186000000,10100000,196100000,165,38.5,169.4,923000,114000,3332,2604,225000,3.88E+11,8.37E+06,1.05E+06,1.77E+05,3.35E+07,2.72E+05,1.71E+05,53.7,1.5
W,W410x46,403,140,7,11.2,380.6,18.8,5.6,343,30,21,5880,156000000,5140000,161140000,163,29.5,165.6,772000,73400,2732,2469,192000,1.97E+11,5.38E+06,8.84E+05,1.15E+05,2.15E+07,2.54E+05,1.10E+05,46.2,1.35
W,W410x39,399,140,6.4,8.8,381.4,18.2,4.4,345,27,20,4950,126000000,4040000,130040000,159,28.4,161.5,634000,57600,2127,2180,110000,1.54E+11,4.21E+06,7.30E+05,9.06E+04,1.68E+07,2.33E+05,8.62E+04,38.9,1.35
W,W360x1299,600,476,100,140,320,32,70,256,172,80,165000,7550000000,2540000000,10090000000,214,124,247.3,25200000,10700000,133152,46872,944000000,1.35E+14,9.12E+08,3.32E+07,1.67E+07,3.65E+09,2.56E+06,1.59E+07,1295.2,2.9
W,W360x1202,580,471,95,130,320,32,65,256,162,78,153000,6640000000,2290000000,8930000000,208,122,241.1,22900000,9710000,121700,42960,762000000,1.16E+14,8.11E+08,3.00E+07,1.52E+07,3.24E+09,2.43E+06,1.44E+07,1201,2.85
W,W360x1086,569,454,78,125,319,32,62.5,255,157,69,139000,5960000000,1960000000,7920000000,207,119,238.8,20900000,8650000,111353,35277,605000000,9.67E+13,7.15E+08,2.72E+07,1.34E+07,2.86E+09,1.98E+06,1.29E+07,1091.1,2.8
W,W360x990,550,448,71.9,115,320,32,57.5,256,147,66,126000,5190000000,1730000000,6920000000,203,117,234.3,18900000,7740000,99719,31463,469000000,8.20E+13,6.28E+08,2.43E+07,1.20E+07,2.51E+09,1.84E+06,1.15E+07,989.1,2.75
W,W360x900,531,442,65.9,106,319,32,53,255,138,63,115000,4500000000,1530000000,6030000000,198,116,229.5,17000000,6940000,89668,27856,364000000,6.92E+13,5.50E+08,2.16E+07,1.07E+07,2.20E+09,1.68E+06,1.04E+07,902.7,2.7
W,W360x818,514,437,60.5,97,320,32,48.5,256,129,60,105000,3920000000,1360000000,5280000000,194,114,225,15300000,6200000,81149,24800,278000000,5.89E+13,4.83E+08,1.93E+07,9.56E+06,1.93E+09,1.55E+06,9.26E+06,824.2,2.66
W,W360x744,498,432,55.6,88.9,320.2,31.1,44.5,258,120,58,94800,3420000000,1200000000,4620000000,190,112,220.6,13700000,5550000,72325,22154,214000000,5.02E+13,4.24E+08,1.72E+07,8.55E+06,1.70E+09,1.43E+06,8.30E+06,744.2,2.61
W,W360x677,483,428,51.2,81.5,320,31.5,40.8,257,113,56,86500,2990000000,1070000000,4060000000,186,111,216.6,12400000,4990000,65159,19772,164000000,4.31E+13,3.75E+08,1.53E+07,7.68E+06,1.50E+09,1.31E+06,7.46E+06,679,2.58
