Name,Finish,Lam,N Lams,b,d,A,Ix,Sx,rx,Iy,Sy,ry,Volume 
DF 403x678,Arch,Staggered,18,403,678,273234,10466774838,30875442,196,3697971726,18352217,116.3360792,273234
DF 403x716,Arch,Staggered,19,403,716,288548,12327155291,34433395,207,3905232678,19380807,116.3360792,288548
DF 403x754,Arch,Staggered,20,403,754,303862,14395867399,38185325,218,4112493630,20409398,116.3360792,303862
DF 403x792,Arch,Staggered,21,403,792,319176,16683967872,42131232,229,4319754582,21437988,116.3360792,319176
DF 403x830,Arch,Staggered,22,403,830,334490,19202513417,46271117,240,4527015534,22466578,116.3360792,334490
DF 403x868,Arch,Staggered,23,403,868,349804,21962560741,50604979,251,4734276486,23495169,116.3360792,349804
DF 403x906,Arch,Staggered,24,403,906,365118,24975166554,55132818,262,4941537439,24523759,116.3360792,365118
DF 403x944,Arch,Staggered,25,403,944,380432,28251387563,59854635,273,5148798391,25552349,116.3360792,380432
DF 403x982,Arch,Staggered,26,403,982,395746,31802280475,64770429,283,5356059343,26580940,116.3360792,395746
DF 403x1020,Arch,Staggered,27,403,1020,411060,35638902000,69880200,294,5563320295,27609530,116.3360792,411060
DF 403x1058,Arch,Staggered,28,403,1058,426374,39772308845,75183949,305,5770581247,28638120,116.3360792,426374
DF 403x1096,Arch,Staggered,29,403,1096,441688,44213557717,80681675,316,5977842199,29666711,116.3360792,441688
DF 403x1134,Arch,Staggered,30,403,1134,457002,48973705326,86373378,327,6185103152,30695301,116.3360792,457002
DF 403x1172,Arch,Staggered,31,403,1172,472316,54063808379,92259059,338,6392364104,31723891,116.3360792,472316
DF 403x1210,Arch,Staggered,32,403,1210,487630,59494923583,98338717,349,6599625056,32752482,116.3360792,487630
DF 403x1248,Arch,Staggered,33,403,1248,502944,65278107648,104612352,360,6806886008,33781072,116.3360792,502944
DF 403x1286,Arch,Staggered,34,403,1286,518258,71424417281,111079965,371,7014146960,34809662,116.3360792,518258
DF 403x1324,Arch,Staggered,35,403,1324,533572,77944909189,117741555,382,7221407912,35838253,116.3360792,533572
DF 403x1362,Arch,Staggered,36,403,1362,548886,84850640082,124597122,393,7428668865,36866843,116.3360792,548886
DF 403x1400,Arch,Staggered,37,403,1400,564200,92152666667,131646667,404,7635929817,37895433,116.3360792,564200
DF 403x1438,Arch,Staggered,38,403,1438,579514,99862045651,138890189,415,7843190769,38924024,116.3360792,579514
DF 403x1476,Arch,Staggered,39,403,1476,594828,1.08E+11,146327688,426,8050451721,39952614,116.3360792,594828
DF 403x1514,Arch,Staggered,40,403,1514,610142,1.17E+11,153959165,437,8257712673,40981204,116.3360792,610142
DF 403x1552,Arch,Staggered,41,403,1552,625456,1.26E+11,161784619,448,8464973625,42009795,116.3360792,625456
DF 457x488,Arch,Staggered,13,457,488,223016,4425826859,18138635,141,3881389049,16986385,131.9245365,223016
DF 457x526,Arch,Staggered,14,457,526,240382,5542327519,21073489,152,4183628360,18309096,131.9245365,240382
DF 457x564,Arch,Staggered,15,457,564,257748,6832383984,24228312,163,4485867671,19631806,131.9245365,257748
DF 457x602,Arch,Staggered,16,457,602,275114,8308534505,27603105,174,4788106982,20954516,131.9245365,275114
DF 457x640,Arch,Staggered,17,457,640,292480,9983317333,31197867,185,5090346293,22277227,131.9245365,292480
DF 457x678,Arch,Staggered,18,457,678,309846,11869270722,35012598,196,5392585605,23599937,131.9245365,309846
DF 457x716,Arch,Staggered,19,457,716,327212,13978932923,39047299,207,5694824916,24922647,131.9245365,327212
DF 457x754,Arch,Staggered,20,457,754,344578,16324842187,43301969,218,5997064227,26245358,131.9245365,344578
DF 457x792,Arch,Staggered,21,457,792,361944,18919536768,47776608,229,6299303538,27568068,131.9245365,361944
DF 457x830,Arch,Staggered,22,457,830,379310,21775554917,52471217,240,6601542849,28890778,131.9245365,379310
DF 457x868,Arch,Staggered,23,457,868,396676,24905434885,57385795,251,6903782160,30213489,131.9245365,396676
DF 457x906,Arch,Staggered,24,457,906,414042,28321714926,62520342,262,7206021472,31536199,131.9245365,414042
DF 457x944,Arch,Staggered,25,457,944,431408,32036933291,67874859,273,7508260783,32858909,131.9245365,431408
DF 457x982,Arch,Staggered,26,457,982,448774,36063628231,73449345,283,7810500094,34181620,131.9245365,448774
DF 457x1020,Arch,Staggered,27,457,1020,466140,40414338000,79243800,294,8112739405,35504330,131.9245365,466140
DF 457x1058,Arch,Staggered,28,457,1058,483506,45101600849,85258225,305,8414978716,36827040,131.9245365,483506
DF 457x1096,Arch,Staggered,29,457,1096,500872,50137955029,91492619,316,8717218027,38149751,131.9245365,500872
DF 457x1134,Arch,Staggered,30,457,1134,518238,55535938794,97946982,327,9019457339,39472461,131.9245365,518238
DF 457x1172,Arch,Staggered,31,457,1172,535604,61308090395,104621315,338,9321696650,40795171,131.9245365,535604
DF 457x1210,Arch,Staggered,32,457,1210,552970,67466948083,111515617,349,9623935961,42117882,131.9245365,552970
DF 457x1248,Arch,Staggered,33,457,1248,570336,74025050112,118629888,360,9926175272,43440592,131.9245365,570336
DF 457x1286,Arch,Staggered,34,457,1286,587702,80994934733,125964129,371,10228414583,44763302,131.9245365,587702
DF 457x1324,Arch,Staggered,35,457,1324,605068,88389140197,133518339,382,10530653894,46086013,131.9245365,605068
DF 457x1362,Arch,Staggered,36,457,1362,622434,96220204758,141292518,393,10832893206,47408723,131.9245365,622434
DF 457x1400,Arch,Staggered,37,457,1400,639800,1.05E+11,149286667,404,11135132517,48731433,131.9245365,639800
DF 457x1438,Arch,Staggered,38,457,1438,657166,1.13E+11,157500785,415,11437371828,50054144,131.9245365,657166
DF 457x1476,Arch,Staggered,39,457,1476,674532,1.22E+11,165934872,426,11739611139,51376854,131.9245365,674532
DF 457x1514,Arch,Staggered,40,457,1514,691898,1.32E+11,174588929,437,12041850450,52699564,131.9245365,691898
DF 457x1552,Arch,Staggered,41,457,1552,709264,1.42E+11,183462955,448,12344089761,54022275,131.9245365,709264
DF 219x266,Industrial,Staggered,7,219,266,58254,343485002,2582594,77,232826675,2126271,63.21985454,58254
DF 219x304,Industrial,Staggered,8,219,304,66576,512723968,3373184,88,266087628,2430024,63.21985448,66576
DF 219x342,Industrial,Staggered,9,219,342,74898,730030806,4269186,99,299348582,2733777,63.21985453,74898
DF 219x380,Industrial,Staggered,10,219,380,83220,1001414000,5270600,110,332609535,3037530,63.21985448,83220
DF 219x418,Industrial,Staggered,11,219,418,91542,1332882034,6377426,121,365870489,3341283,63.21985452,91542
DF 219x456,Industrial,Staggered,12,219,456,99864,1730443392,7589664,132,399131442,3645036,63.21985448,99864
DF 219x494,Industrial,Staggered,13,219,494,108186,2200106558,8907314,143,432392396,3948789,63.21985451,108186
DF 219x532,Industrial,Staggered,14,219,532,116508,2747880016,10330376,154,465653349,4252542,63.21985448,116508
DF 219x570,Industrial,Staggered,15,219,570,124830,3379772250,11858850,165,498914303,4556295,63.21985451,124830
DF 219x608,Industrial,Staggered,16,219,608,133152,4101791744,13492736,176,532175256,4860048,63.21985448,133152
DF 219x646,Industrial,Staggered,17,219,646,141474,4919946982,15232034,186,565436210,5163801,63.2198545,141474
DF 219x684,Industrial,Staggered,18,219,684,149796,5840246448,17076744,197,598697163,5467554,63.21985448,149796
DF 219x722,Industrial,Staggered,19,219,722,158118,6868698626,19026866,208,631958117,5771307,63.2198545,158118
DF 219x760,Industrial,Staggered,20,219,760,166440,8011312000,21082400,219,665219070,6075060,63.21985448,166440
DF 219x798,Industrial,Staggered,21,219,798,174762,9274095054,23243346,230,698480024,6378813,63.2198545,174762
DF 219x836,Industrial,Staggered,22,219,836,183084,10663056272,25509704,241,731740977,6682566,63.21985448,183084
DF 219x874,Industrial,Staggered,23,219,874,191406,12184204138,27881474,252,765001931,6986319,63.2198545,191406
DF 219x912,Industrial,Staggered,24,219,912,199728,13843547136,30358656,263,798262884,7290072,63.21985448,199728
DF 219x950,Industrial,Staggered,25,219,950,208050,15647093750,32941250,274,831523838,7593825,63.2198545,208050
DF 219x988,Industrial,Staggered,26,219,988,216372,17600852464,35629256,285,864784791,7897578,63.21985448,216372
DF 219x1026,Industrial,Staggered,27,219,1026,224694,19710831762,38422674,296,898045745,8201331,63.21985449,224694
DF 219x1064,Industrial,Staggered,28,219,1064,233016,21983040128,41321504,307,931306698,8505084,63.21985448,233016
DF 219x1102,Industrial,Staggered,29,219,1102,241338,24423486046,44325746,318,964567652,8808837,63.21985449,241338
DF 219x1140,Industrial,Staggered,30,219,1140,249660,27038178000,47435400,329,997828605,9112590,63.21985448,249660
DF 219x1178,Industrial,Staggered,31,219,1178,257982,29833124474,50650466,340,1031089559,9416343,63.21985449,257982
DF 219x1216,Industrial,Staggered,32,219,1216,266304,32814333952,53970944,351,1064350512,9720096,63.21985448,266304
DF 219x1254,Industrial,Staggered,33,219,1254,274626,35987814918,57396834,362,1097611466,10023849,63.21985449,274626
DF 219x1292,Industrial,Staggered,34,219,1292,282948,39359575856,60928136,373,1130872419,10327602,63.21985448,282948
DF 219x1330,Industrial,Staggered,35,219,1330,291270,42935625250,64564850,384,1164133373,10631355,63.21985449,291270
DF 219x1368,Industrial,Staggered,36,219,1368,299592,46721971584,68306976,395,1197394326,10935108,63.21985448,299592
DF 219x1406,Industrial,Staggered,37,219,1406,307914,50724623342,72154514,406,1230655280,11238861,63.21985449,307914
DF 219x1444,Industrial,Staggered,38,219,1444,316236,54949589008,76107464,417,1263916233,11542614,63.21985448,316236
DF 219x1482,Industrial,Staggered,39,219,1482,324558,59402877066,80165826,428,1297177187,11846367,63.21985449,324558
DF 219x1520,Industrial,Staggered,40,219,1520,332880,64090496000,84329600,439,1330438140,12150120,63.21985448,332880
DF 219x1558,Industrial,Staggered,41,219,1558,341202,69018454294,88598786,450,1363699094,12453873,63.21985449,341202
DF 263x304,Industrial,Staggered,8,263,304,79952,615737003,4050901,88,460849991,3504563,75.92156043,79952
DF 263x342,Industrial,Staggered,9,263,342,89946,876703662,5126922,99,518456240,3942633,75.92156044,89946
DF 263x380,Industrial,Staggered,10,263,380,99940,1202611333,6329533,110,576062488,4380703,75.92156038,99940
DF 263x418,Industrial,Staggered,11,263,418,109934,1600675685,7658735,121,633668737,4818774,75.92156039,109934
DF 263x456,Industrial,Staggered,12,263,456,119928,2078112384,9114528,132,691274986,5256844,75.9215604,119928
DF 263x494,Industrial,Staggered,13,263,494,129922,2642137099,10696911,143,748881235,5694914,75.92156041,129922
DF 263x532,Industrial,Staggered,14,263,532,139916,3299965499,12405885,154,806487484,6132985,75.92156041,139916
DF 263x570,Industrial,Staggered,15,263,570,149910,4058813250,14241450,165,864093733,6571055,75.92156042,149910
DF 263x608,Industrial,Staggered,16,263,608,159904,4925896021,16203605,176,921699981,7009125,75.92156038,159904
DF 263x646,Industrial,Staggered,17,263,646,169898,5908429481,18292351,186,979306230,7447196,75.92156039,169898
DF 263x684,Industrial,Staggered,18,263,684,179892,7013629296,20507688,197,1036912479,7885266,75.9215604,179892
DF 263x722,Industrial,Staggered,19,263,722,189886,8248711135,22849615,208,1094518728,8323336,75.9215604,189886
DF 263x760,Industrial,Staggered,20,263,760,199880,9620890667,25318133,219,1152124977,8761407,75.92156041,199880
DF 263x798,Industrial,Staggered,21,263,798,209874,11137383558,27913242,230,1209731226,9199477,75.92156041,209874
DF 263x836,Industrial,Staggered,22,263,836,219868,12805405477,30634941,241,1267337474,9637547,75.92156039,219868
DF 263x874,Industrial,Staggered,23,263,874,229862,14632172093,33483231,252,1324943723,10075618,75.92156039,229862
DF 263x912,Industrial,Staggered,24,263,912,239856,16624899072,36458112,263,1382549972,10513688,75.9215604,239856
DF 263x950,Industrial,Staggered,25,263,950,249850,18790802083,39559583,274,1440156221,10951758,75.9215604,249850
DF 263x988,Industrial,Staggered,26,263,988,259844,21137096795,42787645,285,1497762470,11389829,75.92156041,259844
DF 263x1026,Industrial,Staggered,27,263,1026,269838,23670998874,46142298,296,1555368719,11827899,75.92156041,269838
DF 263x1064,Industrial,Staggered,28,263,1064,279832,26399723989,49623541,307,1612974967,12265969,75.92156039,279832
DF 263x1102,Industrial,Staggered,29,263,1102,289826,29330487809,53231375,318,1670581216,12704040,75.92156039,289826
DF 263x1140,Industrial,Staggered,30,263,1140,299820,32470506000,56965800,329,1728187465,13142110,75.9215604,299820
DF 263x1178,Industrial,Staggered,31,263,1178,309814,35826994231,60826815,340,1785793714,13580180,75.9215604,309814
DF 263x1216,Industrial,Staggered,32,263,1216,319808,39407168171,64814421,351,1843399963,14018251,75.92156041,319808
DF 263x1254,Industrial,Staggered,33,263,1254,329802,43218243486,68928618,362,1901006212,14456321,75.92156041,329802
DF 263x1292,Industrial,Staggered,34,263,1292,339796,47267435845,73169405,373,1958612460,14894391,75.92156039,339796
DF 263x1330,Industrial,Staggered,35,263,1330,349790,51561960917,77536783,384,2016218709,15332462,75.9215604,349790
DF 263x1368,Industrial,Staggered,36,263,1368,359784,56109034368,82030752,395,2073824958,15770532,75.9215604,359784
DF 263x1406,Industrial,Staggered,37,263,1406,369778,60915871867,86651311,406,2131431207,16208602,75.9215604,369778
DF 263x1444,Industrial,Staggered,38,263,1444,379772,65989689083,91398461,417,2189037456,16646673,75.9215604,379772
DF 263x1482,Industrial,Staggered,39,263,1482,389766,71337701682,96272202,428,2246643705,17084743,75.92156041,389766
DF 263x1520,Industrial,Staggered,40,263,1520,399760,76967125333,101272533,439,2304249953,17522813,75.92156039,399760
DF 263x1558,Industrial,Staggered,41,263,1558,409754,82885175705,106399455,450,2361856202,17960884,75.9215604,409754
DF 314x342,Industrial,Staggered,9,314,342,107388,1046710836,6121116,99,882335604,5619972,90.64399226,107388
DF 314x380,Industrial,Staggered,10,314,380,119320,1435817333,7556933,110,980372893,6244413,90.64399225,119320
DF 314x418,Industrial,Staggered,11,314,418,131252,1911072871,9143889,121,1078410183,6868855,90.64399228,131252
DF 314x456,Industrial,Staggered,12,314,456,143184,2481092352,10881984,132,1176447472,7493296,90.64399226,143184
DF 314x494,Industrial,Staggered,13,314,494,155116,3154490681,12771217,143,1274484761,8117737,90.64399225,155116
DF 314x532,Industrial,Staggered,14,314,532,167048,3939882763,14811589,154,1372522051,8742179,90.64399227,167048
DF 314x570,Industrial,Staggered,15,314,570,178980,4845883500,17003100,165,1470559340,9366620,90.64399226,178980
DF 314x608,Industrial,Staggered,16,314,608,190912,5881107797,19345749,176,1568596629,9991061,90.64399225,190912
DF 314x646,Industrial,Staggered,17,314,646,202844,7054170559,21839537,186,1666633919,10615503,90.64399227,202844
DF 314x684,Industrial,Staggered,18,314,684,214776,8373686688,24484464,197,1764671208,11239944,90.64399226,214776
DF 314x722,Industrial,Staggered,19,314,722,226708,9848271089,27280529,208,1862708497,11864385,90.64399225,226708
DF 314x760,Industrial,Staggered,20,314,760,238640,11486538667,30227733,219,1960745787,12488827,90.64399227,238640
DF 314x798,Industrial,Staggered,21,314,798,250572,13297104324,33326076,230,2058783076,13113268,90.64399226,250572
DF 314x836,Industrial,Staggered,22,314,836,262504,15288582965,36575557,241,2156820365,13737709,90.64399226,262504
DF 314x874,Industrial,Staggered,23,314,874,274436,17469589495,39976177,252,2254857655,14362151,90.64399227,274436
DF 314x912,Industrial,Staggered,24,314,912,286368,19848738816,43527936,263,2352894944,14986592,90.64399226,286368
DF 314x950,Industrial,Staggered,25,314,950,298300,22434645833,47230833,274,2450932233,15611033,90.64399226,298300
DF 314x988,Industrial,Staggered,26,314,988,310232,25235925451,51084869,285,2548969523,16235475,90.64399227,310232
DF 314x1026,Industrial,Staggered,27,314,1026,322164,28261192572,55090044,296,2647006812,16859916,90.64399226,322164
DF 314x1064,Industrial,Staggered,28,314,1064,334096,31519062101,59246357,307,2745044101,17484357,90.64399226,334096
DF 314x1102,Industrial,Staggered,29,314,1102,346028,35018148943,63553809,318,2843081391,18108799,90.64399227,346028
DF 314x1140,Industrial,Staggered,30,314,1140,357960,38767068000,68012400,329,2941118680,18733240,90.64399226,357960
DF 314x1178,Industrial,Staggered,31,314,1178,369892,42774434177,72622129,340,3039155969,19357681,90.64399226,369892
DF 314x1216,Industrial,Staggered,32,314,1216,381824,47048862379,77382997,351,3137193259,19982123,90.64399227,381824
DF 314x1254,Industrial,Staggered,33,314,1254,393756,51598967508,82295004,362,3235230548,20606564,90.64399226,393756
DF 314x1292,Industrial,Staggered,34,314,1292,405688,56433364469,87358149,373,3333267837,21231005,90.64399226,405688
DF 314x1330,Industrial,Staggered,35,314,1330,417620,61560668167,92572433,384,3431305127,21855447,90.64399227,417620
DF 314x1368,Industrial,Staggered,36,314,1368,429552,66989493504,97937856,395,3529342416,22479888,90.64399226,429552
DF 314x1406,Industrial,Staggered,37,314,1406,441484,72728455385,103454417,406,3627379705,23104329,90.64399226,441484
DF 314x1444,Industrial,Staggered,38,314,1444,453416,78786168715,109122117,417,3725416995,23728771,90.64399227,453416
DF 314x1482,Industrial,Staggered,39,314,1482,465348,85171248396,114940956,428,3823454284,24353212,90.64399226,465348
DF 314x1520,Industrial,Staggered,40,314,1520,477280,91892309333,120910933,439,3921491573,24977653,90.64399226,477280
DF 314x1558,Industrial,Staggered,41,314,1558,489212,98957966431,127032049,450,4019528863,25602095,90.64399227,489212
DF 365x380,Industrial,Staggered,10,365,380,138700,1669023333,8784333,110,1539858958,8437583,105.3664241,138700
DF 365x418,Industrial,Staggered,11,365,418,152570,2221470057,10629043,121,1693844854,9281342,105.3664241,152570
DF 365x456,Industrial,Staggered,12,365,456,166440,2884072320,12649440,132,1847830750,10125100,105.3664241,166440
DF 365x494,Industrial,Staggered,13,365,494,180310,3666844263,14845523,143,2001816646,10968858,105.3664241,180310
DF 365x532,Industrial,Staggered,14,365,532,194180,4579800027,17217293,154,2155802542,11812617,105.3664241,194180
DF 365x570,Industrial,Staggered,15,365,570,208050,5632953750,19764750,165,2309788438,12656375,105.3664241,208050
DF 365x608,Industrial,Staggered,16,365,608,221920,6836319573,22487893,176,2463774333,13500133,105.3664241,221920
DF 365x646,Industrial,Staggered,17,365,646,235790,8199911637,25386723,186,2617760229,14343892,105.3664241,235790
DF 365x684,Industrial,Staggered,18,365,684,249660,9733744080,28461240,197,2771746125,15187650,105.3664241,249660
DF 365x722,Industrial,Staggered,19,365,722,263530,11447831043,31711443,208,2925732021,16031408,105.3664241,263530
DF 365x760,Industrial,Staggered,20,365,760,277400,13352186667,35137333,219,3079717917,16875167,105.3664241,277400
DF 365x798,Industrial,Staggered,21,365,798,291270,15456825090,38738910,230,3233703813,17718925,105.3664241,291270
DF 365x836,Industrial,Staggered,22,365,836,305140,17771760453,42516173,241,3387689708,18562683,105.3664241,305140
DF 365x874,Industrial,Staggered,23,365,874,319010,20307006897,46469123,252,3541675604,19406442,105.3664241,319010
DF 365x912,Industrial,Staggered,24,365,912,332880,23072578560,50597760,263,3695661500,20250200,105.3664241,332880
DF 365x950,Industrial,Staggered,25,365,950,346750,26078489583,54902083,274,3849647396,21093958,105.3664241,346750
DF 365x988,Industrial,Staggered,26,365,988,360620,29334754107,59382093,285,4003633292,21937717,105.3664241,360620
DF 365x1026,Industrial,Staggered,27,365,1026,374490,32851386270,64037790,296,4157619188,22781475,105.3664241,374490
DF 365x1064,Industrial,Staggered,28,365,1064,388360,36638400213,68869173,307,4311605083,23625233,105.3664241,388360
DF 365x1102,Industrial,Staggered,29,365,1102,402230,40705810077,73876243,318,4465590979,24468992,105.3664241,402230
DF 365x1140,Industrial,Staggered,30,365,1140,416100,45063630000,79059000,329,4619576875,25312750,105.3664241,416100
DF 365x1178,Industrial,Staggered,31,365,1178,429970,49721874123,84417443,340,4773562771,26156508,105.3664241,429970
DF 365x1216,Industrial,Staggered,32,365,1216,443840,54690556587,89951573,351,4927548667,27000267,105.3664241,443840
DF 365x1254,Industrial,Staggered,33,365,1254,457710,59979691530,95661390,362,5081534563,27844025,105.3664241,457710
DF 365x1292,Industrial,Staggered,34,365,1292,471580,65599293093,101546893,373,5235520458,28687783,105.3664241,471580
DF 365x1330,Industrial,Staggered,35,365,1330,485450,71559375417,107608083,384,5389506354,29531542,105.3664241,485450
DF 365x1368,Industrial,Staggered,36,365,1368,499320,77869952640,113844960,395,5543492250,30375300,105.3664241,499320
DF 365x1406,Industrial,Staggered,37,365,1406,513190,84541038903,120257523,406,5697478146,31219058,105.3664241,513190
DF 365x1444,Industrial,Staggered,38,365,1444,527060,91582648347,126845773,417,5851464042,32062817,105.3664241,527060
DF 365x1482,Industrial,Staggered,39,365,1482,540930,99004795110,133609710,428,6005449938,32906575,105.3664241,540930
DF 365x1520,Industrial,Staggered,40,365,1520,554800,1.07E+11,140549333,439,6159435833,33750333,105.3664241,554800
DF 365x1558,Industrial,Staggered,41,365,1558,568670,1.15E+11,147664643,450,6313421729,34594092,105.3664241,568670
DF 406x418,Industrial,Staggered,11,406,418,169708,2471005049,11822991,121,2331165657,11483575,117.2021046,169708
DF 406x456,Industrial,Staggered,12,406,456,185136,3208036608,14070336,132,2543089808,12527536,117.2021046,185136
DF 406x494,Industrial,Staggered,13,406,494,200564,4078736359,16513103,143,2755013959,13571497,117.2021047,200564
DF 406x532,Industrial,Staggered,14,406,532,215992,5094243317,19151291,154,2966938109,14615459,117.2021046,215992
DF 406x570,Industrial,Staggered,15,406,570,231420,6265696500,21984900,165,3178862260,15659420,117.2021046,231420
DF 406x608,Industrial,Staggered,16,406,608,246848,7604234923,25013931,176,3390786411,16703381,117.2021047,246848
DF 406x646,Industrial,Staggered,17,406,646,262276,9120997601,28238383,186,3602710561,17747343,117.2021046,262276
DF 406x684,Industrial,Staggered,18,406,684,277704,10827123552,31658256,197,3814634712,18791304,117.2021046,277704
DF 406x722,Industrial,Staggered,19,406,722,293132,12733751791,35273551,208,4026558863,19835265,117.2021047,293132
DF 406x760,Industrial,Staggered,20,406,760,308560,14852021333,39084267,219,4238483013,20879227,117.2021046,308560
DF 406x798,Industrial,Staggered,21,406,798,323988,17193071196,43090404,230,4450407164,21923188,117.2021046,323988
DF 406x836,Industrial,Staggered,22,406,836,339416,19768040395,47291963,241,4662331315,22967149,117.2021046,339416
DF 406x874,Industrial,Staggered,23,406,874,354844,22588067945,51688943,252,4874255465,24011111,117.2021046,354844
DF 406x912,Industrial,Staggered,24,406,912,370272,25664292864,56281344,263,5086179616,25055072,117.2021046,370272
DF 406x950,Industrial,Staggered,25,406,950,385700,29007854167,61069167,274,5298103767,26099033,117.2021046,385700
DF 406x988,Industrial,Staggered,26,406,988,401128,32629890869,66052411,285,5510027917,27142995,117.2021046,401128
DF 406x1026,Industrial,Staggered,27,406,1026,416556,36541541988,71231076,296,5721952068,28186956,117.2021046,416556
DF 406x1064,Industrial,Staggered,28,406,1064,431984,40753946539,76605163,307,5933876219,29230917,117.2021046,431984
DF 406x1102,Industrial,Staggered,29,406,1102,447412,45278243537,82174671,318,6145800369,30274879,117.2021046,447412
DF 406x1140,Industrial,Staggered,30,406,1140,462840,50125572000,87939600,329,6357724520,31318840,117.2021046,462840
DF 406x1178,Industrial,Staggered,31,406,1178,478268,55307070943,93899951,340,6569648671,32362801,117.2021046,478268
DF 406x1216,Industrial,Staggered,32,406,1216,493696,60833879381,100055723,351,6781572821,33406763,117.2021046,493696
DF 406x1254,Industrial,Staggered,33,406,1254,509124,66717136332,106406916,362,6993496972,34450724,117.2021046,509124
DF 406x1292,Industrial,Staggered,34,406,1292,524552,72967980811,112953531,373,7205421123,35494685,117.2021046,524552
DF 406x1330,Industrial,Staggered,35,406,1330,539980,79597551833,119695567,384,7417345273,36538647,117.2021046,539980
DF 406x1368,Industrial,Staggered,36,406,1368,555408,86616988416,126633024,395,7629269424,37582608,117.2021046,555408
DF 406x1406,Industrial,Staggered,37,406,1406,570836,94037429575,133765903,406,7841193575,38626569,117.2021046,570836
DF 406x1444,Industrial,Staggered,38,406,1444,586264,1.02E+11,141094203,417,8053117725,39670531,117.2021046,586264
DF 406x1482,Industrial,Staggered,39,406,1482,601692,1.10E+11,148617924,428,8265041876,40714492,117.2021046,601692
DF 406x1520,Industrial,Staggered,40,406,1520,617120,1.19E+11,156337067,439,8476966027,41758453,117.2021046,617120
DF 406x1558,Industrial,Staggered,41,406,1558,632548,1.28E+11,164251631,450,8688890177,42802415,117.2021046,632548
DF 460x494,Industrial,Staggered,13,460,494,227240,4621228387,18709427,143,4006998667,17421733,132.7905619,227240
DF 460x532,Industrial,Staggered,14,460,532,244720,5771802773,21698507,154,4315229333,18761867,132.7905619,244720
DF 460x570,Industrial,Staggered,15,460,570,262200,7099065000,24909000,165,4623460000,20102000,132.7905619,262200
DF 460x608,Industrial,Staggered,16,460,608,279680,8615635627,28340907,176,4931690667,21442133,132.7905619,279680
DF 460x646,Industrial,Staggered,17,460,646,297160,10334135213,31994227,186,5239921333,22782267,132.7905619,297160
DF 460x684,Industrial,Staggered,18,460,684,314640,12267184320,35868960,197,5548152000,24122400,132.7905619,314640
DF 460x722,Industrial,Staggered,19,460,722,332120,14427403507,39965107,208,5856382667,25462533,132.7905619,332120
DF 460x760,Industrial,Staggered,20,460,760,349600,16827413333,44282667,219,6164613333,26802667,132.7905619,349600
DF 460x798,Industrial,Staggered,21,460,798,367080,19479834360,48821640,230,6472844000,28142800,132.7905619,367080
DF 460x836,Industrial,Staggered,22,460,836,384560,22397287147,53582027,241,6781074667,29482933,132.7905619,384560
DF 460x874,Industrial,Staggered,23,460,874,402040,25592392253,58563827,252,7089305333,30823067,132.7905619,402040
DF 460x912,Industrial,Staggered,24,460,912,419520,29077770240,63767040,263,7397536000,32163200,132.7905619,419520
DF 460x950,Industrial,Staggered,25,460,950,437000,32866041667,69191667,274,7705766667,33503333,132.7905619,437000
DF 460x988,Industrial,Staggered,26,460,988,454480,36969827093,74837707,285,8013997333,34843467,132.7905619,454480
DF 460x1026,Industrial,Staggered,27,460,1026,471960,41401747080,80705160,296,8322228000,36183600,132.7905619,471960
DF 460x1064,Industrial,Staggered,28,460,1064,489440,46174422187,86794027,307,8630458667,37523733,132.7905619,489440
